game_id,status,total_actions,num_matched,first_divergence_action_index,first_divergence_action_type,divergence_kind,drop_reason,first_error_msg
42626,perfect,810,810,,,,,
42627,perfect,740,740,,,,,
42628,perfect,789,789,,,,,
42629,perfect,688,688,,,,,
42630,perfect,392,392,,,,,
42631,perfect,800,800,,,,,
42632,perfect,396,396,,,,,
42633,perfect,791,791,,,,,
42634,perfect,426,426,,,,,
42635,perfect,474,474,,,,,
42636,perfect,884,884,,,,,
42637,perfect,869,869,,,,,
42638,perfect,441,441,,,,,
42639,perfect,396,396,,,,,
42643,perfect,467,467,,,,,
42644,perfect,782,782,,,,,
42646,perfect,622,622,,,,,
42647,perfect,792,792,,,,,
42648,perfect,755,755,,,,,
42649,perfect,779,779,,,,,
42650,perfect,887,887,,,,,
42652,perfect,795,795,,,,,
42654,dropped,0,0,,,,illegal_share_buy,
42655,perfect,472,472,,,,,
42657,perfect,415,415,,,,,
42660,perfect,984,984,,,,,
42661,perfect,423,423,,,,,
42662,perfect,799,799,,,,,
42663,perfect,829,829,,,,,
42664,perfect,867,867,,,,,
42665,perfect,453,453,,,,,
42666,perfect,508,508,,,,,
42667,perfect,701,701,,,,,
42668,perfect,740,740,,,,,
42669,perfect,697,697,,,,,
42670,perfect,370,370,,,,,
42671,perfect,845,845,,,,,
42672,dropped,0,0,,,,illegal_share_buy,
42673,perfect,776,776,,,,,
42674,perfect,906,906,,,,,
42675,perfect,885,885,,,,,
42676,perfect,428,428,,,,,
42677,perfect,867,867,,,,,
42678,perfect,496,496,,,,,
42679,dropped,0,0,,,,illegal_share_buy,
42680,perfect,728,728,,,,,
42681,perfect,818,818,,,,,
42682,perfect,852,852,,,,,
42683,perfect,723,723,,,,,
42684,perfect,850,850,,,,,
42685,perfect,777,777,,,,,
42686,perfect,794,794,,,,,
42687,dropped,0,0,,,,illegal_share_buy,
42688,perfect,697,697,,,,,
42689,dropped,0,0,,,,illegal_share_buy,
42690,perfect,459,459,,,,,
42691,perfect,895,895,,,,,
42692,perfect,814,814,,,,,
42693,perfect,791,791,,,,,
42694,perfect,430,430,,,,,
42695,perfect,844,844,,,,,
42696,perfect,496,496,,,,,
42697,perfect,884,884,,,,,
42698,perfect,703,703,,,,,
42700,perfect,798,798,,,,,
42701,perfect,421,421,,,,,
42702,dropped,0,0,,,,cross_president_buy_train,
42703,perfect,874,874,,,,,
42704,perfect,842,842,,,,,
42705,perfect,351,351,,,,,
42706,dropped,0,0,,,,illegal_share_buy,
42707,perfect,574,574,,,,,
42709,perfect,698,698,,,,,
42710,perfect,581,581,,,,,
42711,perfect,850,850,,,,,
42712,perfect,863,863,,,,,
42713,perfect,842,842,,,,,
42714,perfect,681,681,,,,,
42715,perfect,686,686,,,,,
42716,perfect,459,459,,,,,
42717,perfect,800,800,,,,,
42718,perfect,337,337,,,,,
42719,perfect,457,457,,,,,
42720,perfect,499,499,,,,,
42790,perfect,891,891,,,,,
42940,perfect,341,341,,,,,
42986,perfect,887,887,,,,,
42997,perfect,1056,1056,,,,,
43042,dropped,0,0,,,,mh_out_of_turn,
43732,perfect,939,939,,,,,
43771,perfect,871,871,,,,,
43831,perfect,759,759,,,,,
43863,perfect,788,788,,,,,
43902,perfect,835,835,,,,,
44058,perfect,805,805,,,,,
44059,perfect,508,508,,,,,
44060,perfect,827,827,,,,,
44061,perfect,326,326,,,,,
44062,perfect,833,833,,,,,
44063,dropped,0,0,,,,illegal_share_buy,
44064,perfect,866,866,,,,,
44065,perfect,662,662,,,,,
44066,perfect,992,992,,,,,
44067,perfect,807,807,,,,,
44068,perfect,807,807,,,,,
44069,perfect,249,249,,,,,
44070,perfect,912,912,,,,,
44071,perfect,475,475,,,,,
44072,perfect,952,952,,,,,
44073,perfect,906,906,,,,,
44074,perfect,412,412,,,,,
44075,perfect,809,809,,,,,
44076,perfect,822,822,,,,,
44077,perfect,417,417,,,,,
44078,perfect,550,550,,,,,
44079,perfect,750,750,,,,,
44080,perfect,807,807,,,,,
44081,perfect,815,815,,,,,
44230,perfect,773,773,,,,,
44240,perfect,617,617,,,,,
44255,perfect,809,809,,,,,
44318,perfect,808,808,,,,,
44320,perfect,815,815,,,,,
44395,perfect,902,902,,,,,
44458,perfect,554,554,,,,,
44464,perfect,931,931,,,,,
44521,dropped,0,0,,,,illegal_share_buy,
44607,perfect,903,903,,,,,
44616,perfect,508,508,,,,,
44669,dropped,0,0,,,,optional_rules,
44721,perfect,931,931,,,,,
44896,perfect,410,410,,,,,
44996,dropped,0,0,,,,cross_president_buy_train,
45363,perfect,870,870,,,,,
45387,perfect,387,387,,,,,
45538,dropped,0,0,,,,mh_out_of_turn,
45675,perfect,878,878,,,,,
45747,perfect,967,967,,,,,
45876,perfect,371,371,,,,,
45878,perfect,985,985,,,,,
46032,perfect,793,793,,,,,
46056,dropped,0,0,,,,illegal_share_buy,
46075,perfect,423,423,,,,,
46114,perfect,448,448,,,,,
46256,perfect,688,688,,,,,
46459,perfect,473,473,,,,,
46511,dropped,0,0,,,,illegal_share_buy,
46531,perfect,828,828,,,,,
46648,perfect,791,791,,,,,
46713,perfect,344,344,,,,,
46849,perfect,233,233,,,,,
46890,dropped,0,0,,,,illegal_share_buy,
46969,perfect,356,356,,,,,
47058,perfect,814,814,,,,,
47061,perfect,847,847,,,,,
47179,perfect,862,862,,,,,
47233,perfect,846,846,,,,,
47236,perfect,545,545,,,,,
47414,perfect,796,796,,,,,
47432,perfect,1019,1019,,,,,
47571,perfect,693,693,,,,,
47834,perfect,435,435,,,,,
47866,perfect,292,292,,,,,
47880,perfect,706,706,,,,,
48141,perfect,687,687,,,,,
48182,dropped,0,0,,,,illegal_share_buy,
48199,perfect,889,889,,,,,
48355,perfect,768,768,,,,,
48359,perfect,831,831,,,,,
48384,dropped,0,0,,,,illegal_share_buy,
48398,dropped,0,0,,,,cross_player_buy_company,
48499,dropped,0,0,,,,illegal_share_buy,
48539,perfect,844,844,,,,,
48610,perfect,806,806,,,,,
48637,perfect,678,678,,,,,
48675,dropped,0,0,,,,illegal_share_buy,
48746,perfect,811,811,,,,,
48756,perfect,825,825,,,,,
48861,perfect,548,548,,,,,
48910,perfect,969,969,,,,,
48971,perfect,866,866,,,,,
49246,perfect,794,794,,,,,
49249,perfect,844,844,,,,,
49323,perfect,433,433,,,,,
49451,dropped,0,0,,,,illegal_share_buy,
49455,perfect,797,797,,,,,
49526,dropped,0,0,,,,illegal_share_buy,
49579,perfect,846,846,,,,,
49669,perfect,776,776,,,,,
49679,perfect,485,485,,,,,
49902,dropped,0,0,,,,mh_out_of_turn,
49955,perfect,813,813,,,,,
49974,perfect,858,858,,,,,
49984,perfect,945,945,,,,,
50033,perfect,546,546,,,,,
50084,perfect,939,939,,,,,
50143,perfect,816,816,,,,,
50238,perfect,490,490,,,,,
50365,perfect,456,456,,,,,
50385,perfect,532,532,,,,,
50402,perfect,788,788,,,,,
50513,perfect,779,779,,,,,
50553,perfect,411,411,,,,,
50574,perfect,739,739,,,,,
50823,perfect,458,458,,,,,
50839,perfect,716,716,,,,,
50848,perfect,371,371,,,,,
51002,perfect,852,852,,,,,
51092,perfect,334,334,,,,,
51110,perfect,837,837,,,,,
51116,perfect,771,771,,,,,
51120,perfect,397,397,,,,,
51169,perfect,722,722,,,,,
51278,perfect,759,759,,,,,
51632,perfect,343,343,,,,,
51645,dropped,0,0,,,,illegal_share_buy,
51774,perfect,306,306,,,,,
51841,perfect,750,750,,,,,
51957,dropped,0,0,,,,illegal_share_buy,
52041,perfect,894,894,,,,,
52376,perfect,811,811,,,,,
52458,dropped,0,0,,,,illegal_share_buy,
52472,perfect,402,402,,,,,
52640,perfect,415,415,,,,,
52644,perfect,1000,1000,,,,,
52735,perfect,891,891,,,,,
52861,perfect,897,897,,,,,
52885,dropped,0,0,,,,cross_player_buy_company,
52893,perfect,967,967,,,,,
52935,perfect,853,853,,,,,
52963,perfect,495,495,,,,,
53275,perfect,528,528,,,,,
53342,perfect,882,882,,,,,
53430,perfect,558,558,,,,,
53439,perfect,603,603,,,,,
53485,perfect,771,771,,,,,
53503,perfect,452,452,,,,,
53520,perfect,416,416,,,,,
53592,perfect,471,471,,,,,
53607,perfect,494,494,,,,,
53657,perfect,827,827,,,,,
53744,perfect,892,892,,,,,
53808,perfect,875,875,,,,,
53846,perfect,956,956,,,,,
53918,perfect,389,389,,,,,
53936,dropped,0,0,,,,illegal_share_buy,
53958,perfect,841,841,,,,,
54010,perfect,315,315,,,,,
54156,rust_error,498,462,462,dividend,rust_rejected_dividend,,RuntimeError: dividend entity C&O does not match current operator PRR
54239,perfect,352,352,,,,,
54274,perfect,689,689,,,,,
54433,perfect,509,509,,,,,
54479,perfect,818,818,,,,,
54480,perfect,466,466,,,,,
54517,perfect,597,597,,,,,
54533,perfect,412,412,,,,,
54597,perfect,705,705,,,,,
54618,perfect,927,927,,,,,
54630,perfect,838,838,,,,,
54689,perfect,344,344,,,,,
54713,perfect,828,828,,,,,
54715,perfect,384,384,,,,,
54720,perfect,772,772,,,,,
54786,perfect,707,707,,,,,
54845,perfect,554,554,,,,,
54852,perfect,876,876,,,,,
54858,dropped,0,0,,,,mh_out_of_turn,
54897,perfect,860,860,,,,,
54905,perfect,762,762,,,,,
54998,perfect,848,848,,,,,
55099,perfect,471,471,,,,,
55115,dropped,0,0,,,,illegal_share_buy,
55143,perfect,567,567,,,,,
55222,perfect,871,871,,,,,
55294,perfect,854,854,,,,,
55298,dropped,0,0,,,,illegal_share_buy,
55309,perfect,788,788,,,,,
55331,perfect,919,919,,,,,
55338,perfect,458,458,,,,,
55383,perfect,450,450,,,,,
55387,perfect,977,977,,,,,
55521,perfect,818,818,,,,,
55610,dropped,0,0,,,,illegal_share_buy,
55767,perfect,348,348,,,,,
55846,perfect,847,847,,,,,
55853,perfect,682,682,,,,,
55859,perfect,767,767,,,,,
55891,perfect,756,756,,,,,
55986,perfect,928,928,,,,,
56045,perfect,925,925,,,,,
56052,dropped,0,0,,,,illegal_share_buy,
56082,dropped,0,0,,,,illegal_share_buy,
56141,perfect,411,411,,,,,
56188,perfect,830,830,,,,,
56422,perfect,525,525,,,,,
56499,perfect,450,450,,,,,
56519,perfect,781,781,,,,,
56575,perfect,438,438,,,,,
56660,perfect,378,378,,,,,
56733,perfect,391,391,,,,,
56788,perfect,407,407,,,,,
56857,perfect,798,798,,,,,
57009,perfect,907,907,,,,,
57092,perfect,418,418,,,,,
57100,dropped,0,0,,,,illegal_share_buy,
57134,perfect,399,399,,,,,
57286,perfect,436,436,,,,,
57332,perfect,843,843,,,,,
57479,dropped,0,0,,,,illegal_share_buy,
57506,perfect,439,439,,,,,
57613,perfect,341,341,,,,,
57742,perfect,452,452,,,,,
57778,perfect,906,906,,,,,
57799,perfect,858,858,,,,,
57819,perfect,520,520,,,,,
57849,perfect,756,756,,,,,
57912,perfect,754,754,,,,,
57953,dropped,0,0,,,,illegal_share_buy,
57975,perfect,461,461,,,,,
57980,dropped,0,0,,,,illegal_share_buy,
58007,perfect,840,840,,,,,
58039,dropped,0,0,,,,illegal_share_buy,
58214,perfect,377,377,,,,,
58215,perfect,832,832,,,,,
58260,perfect,830,830,,,,,
58275,perfect,824,824,,,,,
58309,dropped,0,0,,,,illegal_share_buy,
58321,perfect,845,845,,,,,
58367,perfect,703,703,,,,,
58435,perfect,854,854,,,,,
58439,perfect,735,735,,,,,
58491,perfect,335,335,,,,,
58507,perfect,532,532,,,,,
58550,perfect,745,745,,,,,
58605,perfect,358,358,,,,,
58657,perfect,738,738,,,,,
58771,perfect,352,352,,,,,
58785,perfect,968,968,,,,,
58939,dropped,0,0,,,,illegal_share_buy,
59045,perfect,870,870,,,,,
59120,perfect,497,497,,,,,
59153,perfect,849,849,,,,,
59195,perfect,480,480,,,,,
59217,dropped,0,0,,,,cross_president_buy_train,
59261,perfect,467,467,,,,,
59499,dropped,0,0,,,,illegal_share_buy,
59578,dropped,0,0,,,,illegal_share_buy,
59612,perfect,368,368,,,,,
59615,perfect,711,711,,,,,
59626,dropped,0,0,,,,cross_president_buy_train,
59824,perfect,415,415,,,,,
59877,perfect,851,851,,,,,
60031,perfect,909,909,,,,,
60115,perfect,608,608,,,,,
60305,perfect,318,318,,,,,
60443,perfect,716,716,,,,,
60518,perfect,909,909,,,,,
60551,perfect,573,573,,,,,
60647,perfect,404,404,,,,,
60690,perfect,699,699,,,,,
60786,dropped,0,0,,,,illegal_share_buy,
60798,perfect,744,744,,,,,
60805,perfect,960,960,,,,,
60842,perfect,347,347,,,,,
60847,perfect,851,851,,,,,
60910,dropped,0,0,,,,cross_president_buy_train,
60950,perfect,883,883,,,,,
61058,perfect,786,786,,,,,
61098,perfect,493,493,,,,,
61133,perfect,920,920,,,,,
61195,perfect,812,812,,,,,
61340,perfect,985,985,,,,,
61397,perfect,478,478,,,,,
61483,perfect,491,491,,,,,
61520,perfect,563,563,,,,,
61540,perfect,453,453,,,,,
61561,perfect,858,858,,,,,
61578,perfect,766,766,,,,,
61591,perfect,700,700,,,,,
61630,perfect,730,730,,,,,
61721,perfect,832,832,,,,,
61787,perfect,842,842,,,,,
61812,perfect,645,645,,,,,
61913,perfect,390,390,,,,,
61953,perfect,506,506,,,,,
61966,dropped,0,0,,,,cross_president_buy_train,
62024,perfect,381,381,,,,,
62078,perfect,513,513,,,,,
62088,perfect,336,336,,,,,
62197,perfect,740,740,,,,,
62361,perfect,850,850,,,,,
62408,perfect,864,864,,,,,
62415,perfect,492,492,,,,,
62567,dropped,0,0,,,,illegal_share_buy,
62595,perfect,367,367,,,,,
62606,perfect,542,542,,,,,
62664,perfect,923,923,,,,,
62686,perfect,420,420,,,,,
62923,perfect,274,274,,,,,
62947,perfect,358,358,,,,,
63009,perfect,815,815,,,,,
63142,perfect,854,854,,,,,
63248,perfect,765,765,,,,,
63411,perfect,453,453,,,,,
63417,perfect,451,451,,,,,
63457,perfect,713,713,,,,,
63587,perfect,411,411,,,,,
63593,perfect,850,850,,,,,
63626,perfect,954,954,,,,,
63685,perfect,996,996,,,,,
63696,perfect,404,404,,,,,
63792,perfect,788,788,,,,,
63821,perfect,822,822,,,,,
63926,perfect,704,704,,,,,
63963,perfect,731,731,,,,,
63999,perfect,887,887,,,,,
64040,perfect,984,984,,,,,
64052,dropped,0,0,,,,illegal_share_buy,
64071,perfect,932,932,,,,,
64113,perfect,523,523,,,,,
64173,perfect,344,344,,,,,
64283,perfect,867,867,,,,,
64351,perfect,773,773,,,,,
64355,dropped,0,0,,,,cross_president_buy_train,
64392,perfect,844,844,,,,,
64418,perfect,434,434,,,,,
64544,perfect,318,318,,,,,
64634,dropped,0,0,,,,illegal_share_buy,
64674,dropped,0,0,,,,illegal_share_buy,
64799,perfect,724,724,,,,,
64923,perfect,930,930,,,,,
64962,perfect,601,601,,,,,
65141,perfect,787,787,,,,,
65260,perfect,985,985,,,,,
65301,perfect,464,464,,,,,
65308,perfect,746,746,,,,,
65332,perfect,497,497,,,,,
65336,dropped,0,0,,,,illegal_share_buy,
65364,perfect,404,404,,,,,
65371,perfect,759,759,,,,,
65407,perfect,853,853,,,,,
65460,perfect,431,431,,,,,
65471,perfect,507,507,,,,,
65504,perfect,803,803,,,,,
65553,perfect,800,800,,,,,
65567,perfect,532,532,,,,,
65604,dropped,0,0,,,,mh_out_of_turn,
65624,perfect,766,766,,,,,
65645,dropped,0,0,,,,illegal_share_buy,
65689,perfect,927,927,,,,,
65714,perfect,878,878,,,,,
65764,perfect,928,928,,,,,
65870,perfect,787,787,,,,,
65922,dropped,0,0,,,,illegal_share_buy,
65968,dropped,0,0,,,,illegal_share_buy,
65981,perfect,467,467,,,,,
66130,perfect,706,706,,,,,
66247,perfect,437,437,,,,,
66326,perfect,295,295,,,,,
66327,perfect,441,441,,,,,
66373,perfect,474,474,,,,,
66497,perfect,952,952,,,,,
66504,perfect,390,390,,,,,
66582,perfect,928,928,,,,,
66597,perfect,477,477,,,,,
66633,perfect,446,446,,,,,
66662,perfect,652,652,,,,,
66671,perfect,842,842,,,,,
66959,dropped,0,0,,,,illegal_share_buy,
67035,perfect,741,741,,,,,
67096,perfect,732,732,,,,,
67209,perfect,594,594,,,,,
67313,perfect,413,413,,,,,
67560,perfect,798,798,,,,,
67591,dropped,0,0,,,,illegal_share_buy,
67664,perfect,785,785,,,,,
67686,perfect,565,565,,,,,
67721,dropped,0,0,,,,cross_player_buy_company,
67870,perfect,906,906,,,,,
67890,perfect,787,787,,,,,
67931,perfect,490,490,,,,,
68340,perfect,710,710,,,,,
68473,perfect,771,771,,,,,
68541,perfect,725,725,,,,,
68543,perfect,360,360,,,,,
68649,perfect,861,861,,,,,
