game_id,num_players,status,total_actions,num_matched,first_divergence_action_index,first_divergence_action_type,divergence_kind,drop_reason,first_error_msg
79779,6,perfect,514,514,,,,,
42715,4,perfect,686,686,,,,,
72224,3,dropped,0,0,,,,cross_president_buy_train,
70687,4,perfect,857,857,,,,,
59612,4,perfect,368,368,,,,,
77974,5,dropped,0,0,,,,cross_president_buy_train,
29928,4,perfect,834,834,,,,,
31590,5,dropped,0,0,,,,cross_player_buy_company,
48539,4,perfect,844,844,,,,,
54274,4,perfect,689,689,,,,,
27673,4,perfect,806,806,,,,,
70619,4,perfect,382,382,,,,,
78981,4,perfect,778,778,,,,,
30187,4,perfect,509,509,,,,,
42662,4,perfect,799,799,,,,,
81376,4,perfect,439,439,,,,,
68853,4,perfect,464,464,,,,,
67729,5,perfect,739,739,,,,,
53846,4,perfect,956,956,,,,,
83785,5,dropped,0,0,,,,illegal_share_buy,
27494,4,dropped,0,0,,,,illegal_share_buy,
59578,4,dropped,0,0,,,,illegal_share_buy,
73021,4,perfect,769,769,,,,,
29554,5,perfect,435,435,,,,,
76391,4,perfect,743,743,,,,,
82590,4,perfect,886,886,,,,,
60157,5,perfect,873,873,,,,,
42689,4,dropped,0,0,,,,illegal_share_buy,
45747,4,perfect,967,967,,,,,
70736,4,dropped,0,0,,,,illegal_share_buy,
42691,4,perfect,895,895,,,,,
65777,3,perfect,675,675,,,,,
59615,4,perfect,711,711,,,,,
53275,4,perfect,528,528,,,,,
70734,4,perfect,477,477,,,,,
44078,4,perfect,550,550,,,,,
42299,5,perfect,629,629,,,,,
55296,3,perfect,857,857,,,,,
42504,4,perfect,414,414,,,,,
82634,4,perfect,852,852,,,,,
68473,4,perfect,771,771,,,,,
82652,4,perfect,407,407,,,,,
44669,4,dropped,0,0,,,,illegal_share_buy,
65870,4,perfect,787,787,,,,,
46114,4,perfect,448,448,,,,,
26823,4,dropped,0,0,,,,illegal_share_buy,
30067,4,perfect,551,551,,,,,
28119,3,perfect,759,759,,,,,
42618,4,perfect,806,806,,,,,
64071,4,perfect,932,932,,,,,
49846,3,perfect,705,705,,,,,
45878,4,perfect,985,985,,,,,
60690,4,perfect,699,699,,,,,
58491,4,perfect,335,335,,,,,
43022,3,perfect,857,857,,,,,
28557,4,perfect,386,386,,,,,
49323,4,perfect,433,433,,,,,
81901,4,perfect,204,204,,,,,
42625,4,perfect,810,810,,,,,
74730,4,dropped,0,0,,,,illegal_share_buy,
88330,4,perfect,403,403,,,,,
67367,6,perfect,659,659,,,,,
68680,4,dropped,0,0,,,,illegal_share_buy,
42594,4,perfect,1028,1028,,,,,
70730,4,perfect,863,863,,,,,
70733,4,perfect,882,882,,,,,
54433,4,perfect,509,509,,,,,
70663,4,dropped,0,0,,,,illegal_share_buy,
49974,4,perfect,858,858,,,,,
57801,5,dropped,0,0,,,,mh_out_of_turn,
29853,5,dropped,0,0,,,,cross_president_buy_train,
64174,6,perfect,943,943,,,,,
70674,4,perfect,734,734,,,,,
42578,4,perfect,532,532,,,,,
82607,4,perfect,862,862,,,,,
70720,4,perfect,759,759,,,,,
82636,4,perfect,746,746,,,,,
58063,5,perfect,840,840,,,,,
87454,4,dropped,0,0,,,,illegal_share_buy,
57622,3,perfect,1010,1010,,,,,
41516,5,perfect,982,982,,,,,
68026,5,perfect,822,822,,,,,
61098,4,perfect,493,493,,,,,
77757,2,perfect,668,668,,,,,
26830,5,perfect,399,399,,,,,
38230,6,perfect,851,851,,,,,
82587,4,perfect,477,477,,,,,
52640,4,perfect,415,415,,,,,
82630,4,perfect,762,762,,,,,
66228,5,perfect,600,600,,,,,
78920,4,perfect,783,783,,,,,
32034,4,perfect,472,472,,,,,
77231,4,perfect,521,521,,,,,
49088,5,dropped,0,0,,,,illegal_share_buy,
80008,4,perfect,759,759,,,,,
81905,5,perfect,447,447,,,,,
72950,4,perfect,988,988,,,,,
42588,4,perfect,368,368,,,,,
78680,3,perfect,425,425,,,,,
54482,5,perfect,484,484,,,,,
56422,4,perfect,525,525,,,,,
69201,4,perfect,460,460,,,,,
51853,5,perfect,495,495,,,,,
69288,5,perfect,920,920,,,,,
82666,4,perfect,797,797,,,,,
69063,4,perfect,889,889,,,,,
48129,5,perfect,638,638,,,,,
42680,4,perfect,728,728,,,,,
75128,4,perfect,537,537,,,,,
41808,4,perfect,499,499,,,,,
73598,3,perfect,678,678,,,,,
82619,4,perfect,803,803,,,,,
72029,5,perfect,827,827,,,,,
80476,3,perfect,851,851,,,,,
41952,4,perfect,577,577,,,,,
67678,3,perfect,750,750,,,,,
72865,4,perfect,800,800,,,,,
39586,3,perfect,761,761,,,,,
26989,4,perfect,444,444,,,,,
42650,4,perfect,887,887,,,,,
42690,4,perfect,459,459,,,,,
54533,4,perfect,412,412,,,,,
52735,4,perfect,891,891,,,,,
70717,4,perfect,906,906,,,,,
37988,3,dropped,0,0,,,,illegal_share_buy,
76855,4,perfect,769,769,,,,,
69170,5,dropped,0,0,,,,illegal_share_buy,
48355,4,perfect,768,768,,,,,
70707,4,perfect,725,725,,,,,
30013,5,dropped,0,0,,,,cross_president_buy_train,
70677,4,perfect,539,539,,,,,
69764,4,dropped,0,0,,,,illegal_share_buy,
61133,4,perfect,920,920,,,,,
26903,4,perfect,598,598,,,,,
69829,4,perfect,660,660,,,,,
78787,5,dropped,0,0,,,,other,
82599,4,perfect,736,736,,,,,
71064,5,dropped,0,0,,,,illegal_share_buy,
40020,3,perfect,700,700,,,,,
64962,4,perfect,601,601,,,,,
29998,4,perfect,384,384,,,,,
65407,4,perfect,853,853,,,,,
70611,4,perfect,536,536,,,,,
65178,5,dropped,0,0,,,,illegal_share_buy,
29852,5,perfect,689,689,,,,,
78689,3,perfect,696,696,,,,,
39515,5,perfect,891,891,,,,,
86432,3,dropped,0,0,,,,illegal_share_buy,
70919,4,perfect,909,909,,,,,
70658,4,perfect,859,859,,,,,
49955,4,perfect,813,813,,,,,
30617,4,perfect,448,448,,,,,
70635,4,perfect,331,331,,,,,
82585,4,perfect,704,704,,,,,
64544,4,perfect,318,318,,,,,
81722,4,perfect,425,425,,,,,
70700,4,perfect,490,490,,,,,
82670,4,dropped,0,0,,,,illegal_share_buy,
71542,4,perfect,903,903,,,,,
44464,4,perfect,931,931,,,,,
66662,4,perfect,652,652,,,,,
41573,3,perfect,650,650,,,,,
27010,5,dropped,0,0,,,,illegal_share_buy,
82651,4,perfect,887,887,,,,,
63142,4,perfect,854,854,,,,,
65332,4,perfect,497,497,,,,,
36749,5,dropped,0,0,,,,illegal_share_buy,
56141,4,perfect,411,411,,,,,
58939,4,dropped,0,0,,,,illegal_share_buy,
56081,3,dropped,0,0,,,,illegal_share_buy,
61213,3,perfect,686,686,,,,,
42587,4,perfect,954,954,,,,,
84885,4,perfect,777,777,,,,,
42605,4,perfect,434,434,,,,,
59120,4,perfect,497,497,,,,,
70670,4,perfect,494,494,,,,,
70859,4,dropped,0,0,,,,illegal_share_buy,
50823,4,perfect,458,458,,,,,
62368,5,dropped,0,0,,,,illegal_share_buy,
73490,5,dropped,0,0,,,,illegal_share_buy,
84748,3,dropped,0,0,,,,illegal_share_buy,
28034,5,perfect,471,471,,,,,
28211,4,perfect,478,478,,,,,
82073,5,perfect,904,904,,,,,
48746,4,perfect,811,811,,,,,
40721,4,perfect,824,824,,,,,
53744,4,perfect,892,892,,,,,
27599,5,perfect,888,888,,,,,
42590,4,perfect,873,873,,,,,
60149,5,perfect,495,495,,,,,
64303,5,perfect,775,775,,,,,
43984,5,perfect,930,930,,,,,
70668,4,perfect,388,388,,,,,
37768,4,perfect,876,876,,,,,
44586,3,dropped,0,0,,,,illegal_share_buy,
81554,4,perfect,902,902,,,,,
70887,4,perfect,149,149,,,,,
38560,4,perfect,469,469,,,,,
47414,4,perfect,796,796,,,,,
64231,3,perfect,791,791,,,,,
57799,4,perfect,858,858,,,,,
88484,2,perfect,802,802,,,,,
30795,3,cleaning_error,0,0,,,,,"GameError: Blocking step Run Routes cannot process action Type: PlaceToken, id: 330, entity: <Corporation: C&O>, city: [<City: hex: E11>, paths: [<Path: hex: E11, exit: [0], track: broad>], exits: [0], lanes: [1, 0], revenue: {'yellow': 40, 'green': 40, 'brown': 40, 'gray': 40, 'diesel': 40}, groups"
46648,4,perfect,791,791,,,,,
68649,4,perfect,861,861,,,,,
82554,4,perfect,780,780,,,,,
31333,4,perfect,786,786,,,,,
70684,4,perfect,388,388,,,,,
78923,4,perfect,787,787,,,,,
31405,4,perfect,339,339,,,,,
64546,6,perfect,531,531,,,,,
83289,5,dropped,0,0,,,,illegal_share_buy,
71130,4,dropped,0,0,,,,illegal_share_buy,
67491,6,perfect,560,560,,,,,
82571,4,perfect,870,870,,,,,
37366,4,dropped,0,0,,,,illegal_share_buy,
78431,5,dropped,0,0,,,,mh_out_of_turn,
59313,3,perfect,817,817,,,,,
43042,4,dropped,0,0,,,,mh_out_of_turn,
57898,3,perfect,773,773,,,,,
70659,4,perfect,491,491,,,,,
79107,5,perfect,510,510,,,,,
29000,3,perfect,764,764,,,,,
27033,4,perfect,754,754,,,,,
82623,4,perfect,353,353,,,,,
68969,5,perfect,424,424,,,,,
26831,4,perfect,660,660,,,,,
36914,4,perfect,385,385,,,,,
59626,4,dropped,0,0,,,,cross_president_buy_train,
56045,4,perfect,925,925,,,,,
44395,4,perfect,902,902,,,,,
66241,3,perfect,630,630,,,,,
26844,4,perfect,900,900,,,,,
35620,6,dropped,0,0,,,,cross_player_buy_company,
78995,3,perfect,692,692,,,,,
54517,4,perfect,597,597,,,,,
82642,4,perfect,730,730,,,,,
40676,5,dropped,0,0,,,,illegal_share_buy,
70637,4,perfect,765,765,,,,,
82550,4,perfect,377,377,,,,,
70629,4,perfect,937,937,,,,,
41300,5,perfect,336,336,,,,,
60746,6,perfect,487,487,,,,,
41059,4,perfect,731,731,,,,,
52376,4,perfect,811,811,,,,,
70704,4,perfect,908,908,,,,,
45662,3,perfect,710,710,,,,,
53699,3,perfect,898,898,,,,,
73610,4,perfect,906,906,,,,,
57742,4,perfect,452,452,,,,,
80201,4,perfect,944,944,,,,,
68722,3,perfect,849,849,,,,,
65969,5,perfect,341,341,,,,,
87050,5,perfect,505,505,,,,,
72841,3,perfect,414,414,,,,,
62024,4,perfect,381,381,,,,,
35124,4,perfect,740,740,,,,,
53430,4,perfect,558,558,,,,,
70693,4,perfect,974,974,,,,,
84183,5,perfect,511,511,,,,,
59241,5,dropped,0,0,,,,illegal_share_buy,
42564,4,perfect,355,355,,,,,
38330,4,perfect,762,762,,,,,
65176,6,perfect,400,400,,,,,
32049,4,dropped,0,0,,,,illegal_share_buy,
65321,6,dropped,0,0,,,,cross_president_buy_train,
54808,3,dropped,0,0,,,,illegal_share_buy,
61195,4,perfect,812,812,,,,,
42573,4,perfect,542,542,,,,,
63698,3,perfect,668,668,,,,,
37390,3,perfect,611,611,,,,,
42586,4,perfect,714,714,,,,,
62664,4,perfect,923,923,,,,,
65459,5,perfect,987,987,,,,,
42698,4,perfect,703,703,,,,,
73996,4,perfect,358,358,,,,,
30189,5,perfect,572,572,,,,,
70675,4,perfect,469,469,,,,,
31330,3,perfect,479,479,,,,,
63009,4,perfect,815,815,,,,,
63322,5,perfect,855,855,,,,,
30532,4,perfect,725,725,,,,,
54565,6,perfect,506,506,,,,,
70688,4,perfect,776,776,,,,,
67145,3,perfect,639,639,,,,,
69198,4,perfect,849,849,,,,,
29947,6,cleaning_error,0,0,,,,,GameError: NYC cannot lay token - remaining token slots are reserved on 68-0-1 E11
74978,4,perfect,930,930,,,,,
27652,5,dropped,0,0,,,,illegal_share_buy,
41301,5,dropped,0,0,,,,illegal_share_buy,
76394,5,perfect,872,872,,,,,
54267,3,perfect,818,818,,,,,
67340,3,perfect,530,530,,,,,
42670,4,perfect,370,370,,,,,
27146,5,perfect,506,506,,,,,
37185,4,perfect,760,760,,,,,
63690,3,perfect,682,682,,,,,
73854,4,perfect,427,427,,,,,
39085,5,perfect,471,471,,,,,
36182,4,perfect,769,769,,,,,
82431,6,perfect,916,916,,,,,
26847,4,perfect,844,844,,,,,
72863,4,perfect,803,803,,,,,
56519,4,perfect,781,781,,,,,
77323,3,perfect,899,899,,,,,
42628,4,perfect,789,789,,,,,
82600,4,perfect,888,888,,,,,
71340,5,perfect,479,479,,,,,
65364,4,perfect,404,404,,,,,
70517,5,perfect,759,759,,,,,
42686,4,perfect,794,794,,,,,
74334,4,dropped,0,0,,,,illegal_share_buy,
42705,4,perfect,351,351,,,,,
35210,3,perfect,321,321,,,,,
85445,4,dropped,0,0,,,,illegal_share_buy,
61561,4,perfect,858,858,,,,,
55229,6,perfect,1111,1111,,,,,
40149,5,perfect,481,481,,,,,
27491,4,perfect,843,843,,,,,
47870,5,perfect,829,829,,,,,
37536,4,perfect,653,653,,,,,
58439,4,perfect,735,735,,,,,
26869,5,perfect,556,556,,,,,
48181,5,perfect,715,715,,,,,
56660,4,perfect,378,378,,,,,
46929,3,perfect,715,715,,,,,
70651,4,perfect,889,889,,,,,
70709,4,perfect,863,863,,,,,
70726,4,perfect,953,953,,,,,
82649,4,perfect,426,426,,,,,
41372,4,dropped,0,0,,,,cross_president_buy_train,
65426,5,perfect,883,883,,,,,
63626,4,perfect,954,954,,,,,
64068,5,perfect,834,834,,,,,
28489,4,perfect,808,808,,,,,
67664,4,perfect,785,785,,,,,
39100,5,perfect,958,958,,,,,
78111,6,perfect,474,474,,,,,
75720,5,dropped,0,0,,,,illegal_share_buy,
41307,4,perfect,778,778,,,,,
37403,4,perfect,936,936,,,,,
38188,5,perfect,790,790,,,,,
55234,3,perfect,404,404,,,,,
56733,4,perfect,391,391,,,,,
28171,4,perfect,820,820,,,,,
87543,4,perfect,645,645,,,,,
42774,5,perfect,954,954,,,,,
27686,4,perfect,511,511,,,,,
42620,4,perfect,717,717,,,,,
50513,4,perfect,779,779,,,,,
45018,5,perfect,805,805,,,,,
44255,4,perfect,809,809,,,,,
63963,4,perfect,731,731,,,,,
54597,4,perfect,705,705,,,,,
29956,3,dropped,0,0,,,,cross_president_buy_train,
67458,2,perfect,638,638,,,,,
64113,4,perfect,523,523,,,,,
62923,4,perfect,274,274,,,,,
57508,6,perfect,1127,1127,,,,,
26845,6,perfect,428,428,,,,,
79115,4,perfect,896,896,,,,,
66059,6,perfect,533,533,,,,,
57541,3,dropped,0,0,,,,illegal_share_buy,
79182,4,perfect,373,373,,,,,
46056,4,dropped,0,0,,,,illegal_share_buy,
36746,5,perfect,731,731,,,,,
82395,4,perfect,627,627,,,,,
57980,4,dropped,0,0,,,,illegal_share_buy,
58550,4,perfect,745,745,,,,,
73453,2,dropped,0,0,,,,illegal_share_buy,
46511,4,dropped,0,0,,,,illegal_share_buy,
65689,4,perfect,927,927,,,,,
41274,4,dropped,0,0,,,,cross_player_buy_company,
70645,4,perfect,882,882,,,,,
37302,4,perfect,408,408,,,,,
82675,4,perfect,879,879,,,,,
70660,4,perfect,886,886,,,,,
75173,5,dropped,0,0,,,,illegal_share_buy,
76384,4,perfect,817,817,,,,,
81087,5,perfect,894,894,,,,,
42696,4,perfect,496,496,,,,,
27919,6,perfect,483,483,,,,,
71078,5,perfect,523,523,,,,,
41682,3,dropped,0,0,,,,illegal_share_buy,
76915,5,dropped,0,0,,,,illegal_share_buy,
87433,4,perfect,926,926,,,,,
65260,4,perfect,985,985,,,,,
54845,4,perfect,554,554,,,,,
38493,3,perfect,849,849,,,,,
44458,4,perfect,554,554,,,,,
63618,5,dropped,0,0,,,,illegal_share_buy,
70673,4,perfect,960,960,,,,,
45675,4,perfect,878,878,,,,,
42570,4,perfect,353,353,,,,,
70690,4,perfect,351,351,,,,,
82617,4,perfect,815,815,,,,,
50669,3,perfect,703,703,,,,,
70691,4,perfect,689,689,,,,,
44251,5,cleaning_error,0,0,,,,,Exception: Not a buyable train
42644,4,perfect,782,782,,,,,
82556,4,perfect,750,750,,,,,
67809,3,perfect,769,769,,,,,
82576,4,perfect,794,794,,,,,
70715,4,perfect,397,397,,,,,
40212,4,perfect,941,941,,,,,
82687,3,perfect,425,425,,,,,
82673,4,perfect,301,301,,,,,
82621,4,perfect,764,764,,,,,
36616,4,perfect,957,957,,,,,
42719,4,perfect,457,457,,,,,
74019,4,perfect,448,448,,,,,
76499,5,perfect,398,398,,,,,
64640,5,perfect,592,592,,,,,
70424,4,perfect,887,887,,,,,
69218,4,dropped,0,0,,,,illegal_share_buy,
82592,4,perfect,850,850,,,,,
61781,5,cleaning_error,0,0,,,,,Exception: Not a buyable train
40366,3,dropped,0,0,,,,illegal_share_buy,
70649,4,perfect,550,550,,,,,
82622,4,perfect,902,902,,,,,
55387,4,perfect,977,977,,,,,
46665,5,perfect,515,515,,,,,
66959,4,dropped,0,0,,,,illegal_share_buy,
56530,3,perfect,706,706,,,,,
70727,4,perfect,407,407,,,,,
35071,5,perfect,830,830,,,,,
88767,4,perfect,872,872,,,,,
31519,6,perfect,898,898,,,,,
71972,4,perfect,754,754,,,,,
42668,4,perfect,740,740,,,,,
52644,4,perfect,1000,1000,,,,,
47233,4,perfect,846,846,,,,,
78604,4,perfect,775,775,,,,,
70739,4,dropped,0,0,,,,illegal_share_buy,
82031,4,perfect,572,572,,,,,
74514,2,perfect,713,713,,,,,
41276,6,perfect,552,552,,,,,
59553,3,perfect,331,331,,,,,
82127,5,dropped,0,0,,,,illegal_share_buy,
53520,4,perfect,416,416,,,,,
82863,5,perfect,955,955,,,,,
79245,5,dropped,0,0,,,,illegal_share_buy,
39350,4,dropped,0,0,,,,cross_president_buy_train,
70697,4,dropped,0,0,,,,illegal_share_buy,
54080,2,dropped,0,0,,,,cross_president_buy_train,
51110,4,perfect,837,837,,,,,
44071,4,perfect,475,475,,,,,
82548,4,perfect,359,359,,,,,
58120,2,perfect,728,728,,,,,
38868,5,perfect,481,481,,,,,
61329,5,dropped,0,0,,,,cross_president_buy_train,
70610,4,perfect,1018,1018,,,,,
42562,4,perfect,876,876,,,,,
49431,5,perfect,643,643,,,,,
59195,4,perfect,480,480,,,,,
47571,4,perfect,693,693,,,,,
84398,5,perfect,649,649,,,,,
35148,4,dropped,0,0,,,,cross_president_buy_train,
42665,4,perfect,453,453,,,,,
41091,6,dropped,0,0,,,,illegal_share_buy,
35257,3,perfect,745,745,,,,,
35286,4,perfect,414,414,,,,,
82664,4,perfect,337,337,,,,,
73931,3,dropped,0,0,,,,illegal_share_buy,
38620,5,perfect,465,465,,,,,
76770,4,perfect,294,294,,,,,
58216,5,perfect,418,418,,,,,
70609,4,perfect,866,866,,,,,
74792,4,perfect,544,544,,,,,
37817,5,perfect,745,745,,,,,
53403,3,dropped,0,0,,,,illegal_share_buy,
77272,2,dropped,0,0,,,,illegal_share_buy,
70694,4,perfect,737,737,,,,,
73767,4,perfect,776,776,,,,,
82616,4,perfect,699,699,,,,,
59045,4,perfect,870,870,,,,,
39485,4,perfect,332,332,,,,,
83307,3,perfect,354,354,,,,,
48825,5,dropped,0,0,,,,illegal_share_buy,
77265,4,dropped,0,0,,,,illegal_share_buy,
65538,6,perfect,410,410,,,,,
65624,4,perfect,766,766,,,,,
43158,3,perfect,611,611,,,,,
42695,4,perfect,844,844,,,,,
42457,3,perfect,394,394,,,,,
62926,5,cleaning_error,0,0,,,,,"GameError: Blocking step Buy Companies cannot process action Type: LayTile, id: 184, entity: <Corporation: B&O>, hex: [<Hex: G17, tile: G17>], tile: [<Tile: 2, hex: None>, rotation: [0]"
82335,4,dropped,0,0,,,,illegal_share_buy,
70667,4,perfect,810,810,,,,,
82627,4,perfect,899,899,,,,,
26909,4,perfect,973,973,,,,,
70201,4,perfect,807,807,,,,,
77434,6,perfect,557,557,,,,,
27054,6,perfect,476,476,,,,,
84055,5,dropped,0,0,,,,illegal_share_buy,
70911,4,dropped,0,0,,,,cross_player_buy_company,
79402,3,perfect,824,824,,,,,
56040,5,perfect,594,594,,,,,
82613,4,perfect,915,915,,,,,
76322,4,perfect,476,476,,,,,
27233,3,perfect,754,754,,,,,
30605,4,perfect,482,482,,,,,
70699,4,perfect,844,844,,,,,
30168,5,cleaning_error,0,0,,,,,GameError: PRR cannot lay token - remaining token slots are reserved on 67-0-0 E11
29322,3,dropped,0,0,,,,illegal_share_buy,
86492,4,perfect,549,549,,,,,
57613,4,perfect,341,341,,,,,
82597,4,perfect,565,565,,,,,
82595,4,perfect,442,442,,,,,
74852,6,dropped,0,0,,,,illegal_share_buy,
38741,4,perfect,445,445,,,,,
76010,5,perfect,746,746,,,,,
57912,4,perfect,754,754,,,,,
42675,4,perfect,885,885,,,,,
66357,5,dropped,0,0,,,,mh_out_of_turn,
36551,4,perfect,745,745,,,,,
48861,4,perfect,548,548,,,,,
70616,4,perfect,367,367,,,,,
61058,4,perfect,786,786,,,,,
42623,4,perfect,792,792,,,,,
40895,4,perfect,449,449,,,,,
70555,2,perfect,710,710,,,,,
40224,4,perfect,939,939,,,,,
82594,4,perfect,492,492,,,,,
77011,5,dropped,0,0,,,,illegal_share_buy,
42634,4,perfect,426,426,,,,,
82591,4,perfect,570,570,,,,,
39438,4,perfect,359,359,,,,,
80909,4,perfect,845,845,,,,,
67721,4,dropped,0,0,,,,cross_player_buy_company,
62039,2,perfect,780,780,,,,,
72546,4,perfect,845,845,,,,,
50643,5,perfect,446,446,,,,,
64615,5,perfect,144,144,,,,,
65132,5,perfect,649,649,,,,,
41832,4,perfect,738,738,,,,,
54172,5,perfect,737,737,,,,,
82065,4,perfect,955,955,,,,,
42599,4,perfect,830,830,,,,,
37034,6,perfect,787,787,,,,,
56737,5,dropped,0,0,,,,illegal_share_buy,
82417,3,dropped,0,0,,,,illegal_share_buy,
42635,4,perfect,474,474,,,,,
70657,4,perfect,955,955,,,,,
70669,4,perfect,369,369,,,,,
50033,4,perfect,546,546,,,,,
44661,5,perfect,865,865,,,,,
42697,4,perfect,884,884,,,,,
44080,4,perfect,807,807,,,,,
71009,4,perfect,930,930,,,,,
74647,4,dropped,0,0,,,,illegal_share_buy,
59839,6,perfect,742,742,,,,,
42633,4,perfect,791,791,,,,,
42687,4,dropped,0,0,,,,illegal_share_buy,
38499,3,dropped,0,0,,,,illegal_share_buy,
51153,3,perfect,946,946,,,,,
55016,5,perfect,903,903,,,,,
44081,4,perfect,815,815,,,,,
71123,4,perfect,892,892,,,,,
74485,6,dropped,0,0,,,,illegal_share_buy,
55846,4,perfect,847,847,,,,,
39984,3,dropped,0,0,,,,illegal_share_buy,
28529,4,dropped,0,0,,,,illegal_share_buy,
44320,4,perfect,815,815,,,,,
76637,3,dropped,0,0,,,,cross_player_buy_company,
76105,4,perfect,537,537,,,,,
70723,4,perfect,492,492,,,,,
70204,4,dropped,0,0,,,,illegal_share_buy,
54964,5,perfect,488,488,,,,,
60805,4,perfect,960,960,,,,,
57819,4,perfect,520,520,,,,,
41753,3,perfect,951,951,,,,,
69981,4,perfect,901,901,,,,,
52893,4,perfect,967,967,,,,,
63248,4,perfect,765,765,,,,,
51111,5,perfect,382,382,,,,,
53268,5,dropped,0,0,,,,illegal_share_buy,
47748,6,perfect,1083,1083,,,,,
29959,5,perfect,426,426,,,,,
57286,4,perfect,436,436,,,,,
68480,5,perfect,876,876,,,,,
50574,4,perfect,739,739,,,,,
64386,3,perfect,861,861,,,,,
80925,4,perfect,484,484,,,,,
44070,4,perfect,912,912,,,,,
82650,4,perfect,952,952,,,,,
70943,4,perfect,436,436,,,,,
83909,4,perfect,359,359,,,,,
82626,4,perfect,820,820,,,,,
49902,4,dropped,0,0,,,,mh_out_of_turn,
47753,5,dropped,0,0,,,,illegal_share_buy,
35415,4,perfect,942,942,,,,,
49984,4,perfect,945,945,,,,,
37231,3,perfect,553,553,,,,,
60031,4,perfect,909,909,,,,,
30507,5,perfect,492,492,,,,,
51120,4,perfect,397,397,,,,,
42636,4,perfect,884,884,,,,,
84427,4,perfect,786,786,,,,,
75254,4,perfect,733,733,,,,,
70613,4,perfect,495,495,,,,,
26972,4,perfect,374,374,,,,,
83308,4,perfect,809,809,,,,,
42065,6,dropped,0,0,,,,illegal_share_buy,
37610,5,dropped,0,0,,,,illegal_share_buy,
73299,4,perfect,416,416,,,,,
70732,4,perfect,328,328,,,,,
67803,6,perfect,531,531,,,,,
61787,4,perfect,842,842,,,,,
43906,3,perfect,351,351,,,,,
58744,5,perfect,920,920,,,,,
59480,6,perfect,818,818,,,,,
70625,4,perfect,822,822,,,,,
67872,5,perfect,992,992,,,,,
40370,4,dropped,0,0,,,,cross_player_buy_company,
35035,3,perfect,712,712,,,,,
47236,4,perfect,545,545,,,,,
43241,5,perfect,383,383,,,,,
27020,4,perfect,782,782,,,,,
44069,4,perfect,249,249,,,,,
66598,3,perfect,906,906,,,,,
30325,4,perfect,505,505,,,,,
70719,4,perfect,523,523,,,,,
83277,4,dropped,0,0,,,,cross_president_buy_train,
26863,3,perfect,702,702,,,,,
42674,4,perfect,906,906,,,,,
30744,4,perfect,307,307,,,,,
61010,5,perfect,912,912,,,,,
66274,3,perfect,820,820,,,,,
81509,4,perfect,755,755,,,,,
46036,3,perfect,854,854,,,,,
82639,4,perfect,738,738,,,,,
47805,3,perfect,363,363,,,,,
27532,5,perfect,497,497,,,,,
42667,4,perfect,701,701,,,,,
66869,3,perfect,822,822,,,,,
42703,4,perfect,874,874,,,,,
46075,4,perfect,423,423,,,,,
42425,6,perfect,474,474,,,,,
70620,4,perfect,736,736,,,,,
31929,4,perfect,413,413,,,,,
54689,4,perfect,344,344,,,,,
39544,5,perfect,524,524,,,,,
65968,4,dropped,0,0,,,,illegal_share_buy,
41190,4,perfect,870,870,,,,,
77832,4,dropped,0,0,,,,illegal_share_buy,
69977,4,perfect,735,735,,,,,
57134,4,perfect,399,399,,,,,
29796,4,perfect,882,882,,,,,
64355,4,dropped,0,0,,,,cross_president_buy_train,
58218,6,cleaning_error,0,0,,,,,"GameError: Blocking step Buy Companies cannot process action Type: LayTile, id: 204, entity: <Corporation: NYNH>, hex: [<Hex: G19, tile: G19>], tile: [<Tile: 54, hex: None>, rotation: [0]"
42700,4,perfect,798,798,,,,,
82624,4,perfect,879,879,,,,,
42701,4,perfect,421,421,,,,,
77794,4,perfect,489,489,,,,,
43831,4,perfect,759,759,,,,,
53918,4,perfect,389,389,,,,,
72949,4,perfect,377,377,,,,,
39260,4,perfect,926,926,,,,,
83375,5,perfect,878,878,,,,,
35913,5,perfect,560,560,,,,,
83579,5,perfect,420,420,,,,,
58275,4,perfect,824,824,,,,,
63148,6,perfect,715,715,,,,,
53808,4,perfect,875,875,,,,,
70696,4,perfect,508,508,,,,,
64876,5,perfect,811,811,,,,,
29072,4,perfect,613,613,,,,,
26856,3,perfect,878,878,,,,,
36022,5,perfect,842,842,,,,,
27131,4,perfect,471,471,,,,,
39543,4,dropped,0,0,,,,cross_president_buy_train,
61340,4,perfect,985,985,,,,,
48637,4,perfect,678,678,,,,,
33324,5,perfect,815,815,,,,,
72361,4,perfect,550,550,,,,,
33516,3,perfect,433,433,,,,,
40870,4,perfect,815,815,,,,,
32313,4,perfect,381,381,,,,,
52353,3,perfect,784,784,,,,,
29238,4,perfect,447,447,,,,,
42593,4,perfect,928,928,,,,,
41597,3,perfect,778,778,,,,,
82561,4,perfect,870,870,,,,,
61321,5,perfect,873,873,,,,,
68286,6,dropped,0,0,,,,illegal_share_buy,
41524,6,perfect,853,853,,,,,
42716,4,perfect,459,459,,,,,
58456,5,dropped,0,0,,,,mh_out_of_turn,
62446,5,perfect,531,531,,,,,
82610,4,perfect,876,876,,,,,
63821,4,perfect,822,822,,,,,
70628,4,perfect,819,819,,,,,
85623,4,perfect,494,494,,,,,
83230,4,perfect,714,714,,,,,
75777,5,perfect,924,924,,,,,
54786,4,perfect,707,707,,,,,
64910,3,dropped,0,0,,,,illegal_share_buy,
